TargetName,JJ93.|.001.|.tumor,JJ93.|.001.|.CD45,JJ93.|.002.|.Ki67+.tumor,JJ93.|.002.|.tumor,JJ93.|.002.|.CD45,JJ93.|.003.|.Ki67+.tumor,JJ93.|.003.|.tumor,JJ93.|.003.|.CD45,JJ93.|.004.|.tumor,JJ93.|.004.|.CD45,JJ93.|.005.|.tumor,JJ93.|.005.|.CD45,JJ98.|.001.|.Ki67+.tumor,JJ98.|.001.|.tumor,JJ98.|.001.|.CD45,JJ98.|.002.|.Ki67+.tumor,JJ98.|.002.|.tumor,JJ98.|.002.|.CD45,JJ98.|.003.|.Ki67+.tumor,JJ98.|.003.|.tumor,JJ98.|.003.|.CD45,JJ98.|.004.|.tumor,JJ98.|.005.|.tumor,JJ98.|.006.|.tumor
ADAM21,8,2,1,12,5,2,4,1,11,1,10,1,6,5,14,3,19,5,1,7,29,3,8,4
ADAM22,100,4,12,48,5,4,31,1,39,5,38,4,6,11,21,1,31,5,3,26,31,6,4,3
ADAM23,47,8,2,12,3,3,13,2,26,4,13,6,35,30,30,8,27,6,5,31,37,4,3,3
ADAM28,34,9,1,7,2,1,6,2,11,5,7,6,6,6,56,1,23,11,3,22,78,5,5,1
ADAM29,110,3,3,14,3,1,5,1,5,4,8,1,2,3,9,1,17,5,3,10,12,5,2,1
ADAM30,13,3,2,6,1,1,2,1,2,1,5,1,6,10,6,1,8,3,1,12,19,7,2,1
ADAM32,22,3,2,13,1,3,12,1,13,4,10,1,6,12,14,1,14,3,1,10,26,8,6,1
ADAM33,23,4,3,10,1,2,4,1,7,8,15,2,38,46,23,2,70,7,6,79,25,13,9,2
ADAM7,19,2,1,12,1,1,6,1,6,1,12,3,3,10,14,1,14,2,1,13,30,9,2,2
ADAM8,27,2,4,18,4,7,7,3,12,3,18,3,5,10,14,2,14,22,2,11,33,4,3,3
ADAM9,54,7,4,22,13,8,19,9,30,18,31,2,32,49,98,8,98,43,10,54,96,12,11,1
ADAMDEC1,21,10,3,11,2,6,9,3,9,4,8,1,4,7,24,1,12,6,1,15,59,5,3,1
ADAMTS1,10,4,4,4,2,3,5,1,4,4,9,1,6,9,11,4,28,1,3,24,27,6,6,1
ADAMTS10,28,6,2,28,1,6,14,5,14,3,19,1,13,14,27,4,55,9,2,24,37,11,3,5
ADAMTS12,17,4,2,2,1,1,3,3,8,6,4,3,4,4,15,1,8,2,2,20,20,7,7,1
ADAMTS13,56,4,8,29,4,2,22,8,26,6,35,1,16,19,22,5,30,7,2,23,24,13,10,4
ADAMTS14,19,6,4,18,1,4,10,1,10,3,5,2,11,8,18,1,14,2,3,16,22,7,2,2
ADAMTS15,23,8,2,5,1,4,4,1,13,2,9,1,6,18,28,3,31,4,7,18,31,7,5,3
ADAMTS16,18,9,3,7,2,2,6,1,7,3,9,2,6,8,14,3,29,5,3,12,19,9,7,1
ADAMTS17,16,4,3,15,2,4,10,4,9,4,7,3,7,8,13,4,9,3,1,12,20,7,1,1
ADAMTS18,14,2,1,8,1,3,3,1,4,7,6,1,8,6,22,3,15,9,2,7,22,7,1,3
ADAMTS19,23,5,3,12,2,2,5,4,10,4,11,1,5,2,11,2,9,3,2,9,24,6,5,1
ADAMTS2,12,3,1,4,4,1,4,2,9,3,13,1,4,4,17,1,7,3,2,7,27,5,3,1
ADAMTS20,23,6,2,9,2,4,11,1,10,1,20,1,5,9,15,3,12,3,1,12,19,7,5,1
ADAMTS3,22,4,1,16,5,5,13,2,9,4,13,2,9,15,13,4,17,5,3,18,30,14,8,1
ADAMTS4,19,8,2,13,2,2,11,2,20,2,10,1,19,20,18,3,28,4,5,36,27,12,12,1
ADAMTS5,29,5,2,14,2,3,6,4,6,2,12,4,5,5,13,3,18,5,2,14,26,3,5,1
ADAMTS6,28,4,1,12,4,4,12,1,14,2,19,2,5,7,7,2,23,4,6,19,25,6,5,1
ADAMTS7,16,7,2,12,1,1,8,3,12,2,6,1,13,15,13,8,26,5,3,16,29,11,10,1
ADAMTS8,17,4,4,8,4,2,1,1,10,3,8,1,5,6,10,3,12,3,2,14,14,2,2,1
ADAMTS9,31,2,6,12,8,5,5,4,17,4,14,1,4,26,17,7,34,12,5,30,22,14,7,1
ADAMTSL1,19,4,4,11,1,4,6,2,11,1,9,2,17,29,13,2,33,1,4,25,30,6,7,1
ADAMTSL2,18,3,4,17,3,1,9,2,6,2,10,1,5,13,14,3,15,4,1,17,28,9,7,1
ADAMTSL3,8,8,2,7,1,1,7,4,9,5,6,1,5,7,10,5,12,4,3,5,15,1,3,3
ADAMTSL4,20,6,4,8,4,2,5,1,12,5,8,1,5,12,15,2,20,7,2,9,28,8,6,3
ADAMTSL5,27,9,6,15,2,7,10,2,19,7,14,1,5,20,12,3,22,3,4,14,34,29,24,2
ADAP1,13,3,2,12,4,4,7,2,12,6,13,5,13,12,20,6,19,4,2,16,35,13,15,1
ADAP2,34,4,3,11,4,3,9,3,10,7,12,1,14,16,72,2,20,39,6,20,120,6,9,4
ADAR,99,8,15,41,11,18,20,13,47,12,55,7,40,53,102,12,90,31,13,62,110,13,9,1
ADARB1,36,2,4,16,3,3,15,1,23,5,22,1,24,27,31,4,41,6,10,36,24,5,7,3
ADARB2,32,3,3,6,1,2,16,2,22,2,21,1,5,7,13,1,10,2,1,8,13,9,6,1
ADAT1,39,2,7,24,2,8,16,5,20,2,10,2,19,20,32,2,45,8,6,40,37,9,4,3
ADAT2,20,5,4,14,5,5,11,5,13,5,9,2,6,8,15,4,23,10,3,19,26,6,4,1
ADAT3,23,3,1,29,6,6,18,7,23,2,19,1,21,30,16,3,32,14,6,28,29,30,11,7
ADCK1,15,3,3,5,2,1,4,1,10,6,6,1,5,11,10,3,12,7,2,13,24,3,11,1
ADCK2,29,7,1,15,2,6,6,6,16,2,16,2,8,17,30,2,27,15,6,23,54,12,10,3
ADCK5,49,8,4,23,2,8,16,3,24,4,18,3,14,24,18,4,40,6,1,25,37,19,14,3
ADCY1,17,7,2,13,4,2,6,6,13,5,18,4,3,11,7,2,14,3,3,17,25,7,7,1
ADCY10,25,5,1,11,2,4,2,1,8,6,10,1,5,9,10,3,21,5,1,13,15,3,4,1
ADCY2,33,9,6,26,14,2,12,4,24,13,28,5,18,20,21,5,53,7,2,66,57,6,5,3
ADCY3,26,3,5,15,3,3,11,4,13,5,14,1,8,10,17,1,25,7,2,18,29,5,2,4
ADCY4,18,5,1,11,1,2,3,1,16,5,18,1,9,10,8,1,16,7,2,18,24,12,9,1
ADCY5,44,6,4,26,6,1,7,2,24,7,24,3,6,10,12,1,14,5,4,12,20,6,4,1
ADCY6,100,10,8,56,6,17,35,4,47,3,52,2,21,41,38,10,49,8,4,38,34,14,10,1
ADCY7,47,4,5,21,9,5,18,7,13,9,16,1,11,10,51,5,18,26,2,17,100,8,12,4
ADCY8,22,5,1,11,3,3,6,3,11,6,16,1,1,8,17,6,32,7,1,16,29,4,10,2
ADCY9,30,4,2,14,3,3,6,1,17,4,16,1,16,13,18,3,45,10,2,32,30,11,9,2
ADCYAP1,13,8,4,20,4,2,7,1,9,3,6,3,6,8,17,1,7,5,2,13,23,5,1,1
ADCYAP1R1,87,30,6,55,32,5,19,7,33,18,51,12,13,20,27,1,49,5,12,85,119,6,5,1
ADD1,105,12,11,72,11,11,30,12,58,22,60,5,38,63,91,6,49,11,14,58,71,8,11,1
ADD2,75,10,12,48,8,14,20,2,25,5,43,8,30,29,24,6,26,9,9,27,34,11,9,2
ADD3,118,7,11,62,11,18,43,4,58,11,43,1,48,33,37,8,69,21,18,61,94,7,1,1
ADGB,12,2,3,8,3,6,8,1,6,3,5,1,8,4,7,2,14,1,4,14,21,1,5,1
ADGRA1,57,5,5,30,3,7,11,2,35,8,40,3,33,17,25,4,12,5,4,13,29,7,8,2
ADGRA2,16,7,2,8,3,2,6,1,7,3,9,1,6,9,5,1,9,6,3,11,11,2,5,2
ADGRA3,92,5,4,50,4,4,25,3,36,8,42,3,25,30,33,9,55,10,10,52,51,8,10,4
ADGRB1,159,16,18,81,13,16,58,6,66,9,69,5,20,23,18,1,27,4,6,16,17,9,7,4
ADGRB2,30,1,5,15,1,7,13,4,11,3,16,2,15,22,23,3,34,7,3,27,26,10,6,1
ADGRB3,88,8,13,53,8,7,30,2,34,9,53,2,14,25,21,4,20,5,9,21,29,5,3,1
ADGRD1,20,4,2,11,2,2,7,1,9,6,12,2,7,7,11,1,18,7,2,7,27,3,9,1
ADGRD2,44,9,8,27,4,3,26,5,24,3,25,2,14,18,15,2,36,10,4,39,36,28,24,2
ADGRE1,29,3,2,17,3,2,12,3,18,2,18,3,12,11,15,1,26,9,4,26,48,8,2,4
ADGRE2,33,3,4,19,4,2,9,4,21,8,11,4,14,11,40,1,15,16,2,23,51,10,2,3
ADGRE5,19,1,1,15,4,3,8,4,16,11,10,1,8,6,18,1,22,9,4,14,29,6,7,2
ADGRF1,13,9,4,8,2,4,11,1,8,4,7,1,4,2,12,3,14,4,1,4,11,6,3,4
ADGRF2,22,6,2,3,1,4,6,1,10,3,5,2,3,8,11,2,11,3,1,7,20,5,4,1
ADGRF3,22,4,1,4,3,6,2,1,10,1,15,1,8,7,10,2,17,4,3,8,18,6,7,2
ADGRF4,19,3,1,8,4,1,3,3,9,2,12,2,4,2,9,4,7,3,1,6,14,5,1,2
ADGRF5,25,5,1,11,2,4,9,3,8,5,15,1,9,7,17,3,11,4,3,13,20,4,7,4
ADGRG1,304,35,22,164,24,34,96,31,127,40,155,16,30,86,94,2,89,24,10,73,156,26,12,1
ADGRG2,14,3,1,12,3,3,7,2,9,3,11,2,2,7,12,2,17,4,1,14,21,8,4,1
ADGRG3,11,6,3,11,1,2,4,2,7,7,9,1,6,9,14,2,18,4,1,9,22,5,12,1
ADGRG4,20,4,1,11,2,2,9,1,6,5,7,2,7,6,8,2,16,6,1,11,19,6,5,2
ADGRG5,15,4,6,14,5,4,11,4,10,9,10,1,5,5,13,1,4,5,3,11,23,4,3,2
ADGRG6,25,4,3,6,2,1,9,1,16,4,14,1,3,10,14,2,20,7,1,8,20,6,5,1
ADGRG7,18,8,5,6,1,2,6,4,10,5,6,1,2,8,11,1,15,5,4,11,23,3,1,1
ADGRL1,117,5,14,69,8,15,31,7,56,9,54,2,19,40,29,8,59,7,8,56,49,12,9,4
ADGRL2,35,5,5,13,9,3,9,1,20,5,14,1,8,8,20,8,26,1,1,33,36,9,6,4
ADGRL3,124,10,17,71,8,16,35,9,43,10,70,1,38,55,64,11,81,16,17,77,60,12,10,1
ADGRL4,11,3,2,14,1,1,5,2,13,2,7,1,5,5,13,1,9,5,1,19,26,4,8,1
ADGRV1,27,12,4,32,9,3,13,3,30,17,19,8,9,17,17,3,10,3,7,37,31,1,6,1
ADH1A,17,4,2,12,5,3,4,2,7,2,13,2,5,6,7,1,14,5,4,9,18,7,3,3
ADH1B,35,6,8,15,3,2,15,2,15,3,11,1,10,13,24,2,22,10,5,16,33,7,4,1
ADH4,25,2,4,8,1,2,6,1,7,1,8,1,1,6,8,1,10,4,1,10,25,5,6,1
ADH5,77,10,6,36,10,3,27,5,38,5,41,4,42,37,48,7,60,22,12,40,76,9,8,2
ADH6,14,2,3,16,2,3,8,1,9,1,11,3,3,7,10,4,14,5,1,3,19,4,5,4
ADH7,13,5,4,10,1,2,5,1,7,4,16,2,5,11,12,1,9,4,1,12,23,7,1,3
ADHFE1,35,9,10,22,5,1,17,2,14,5,24,2,12,19,17,1,26,7,11,33,45,6,4,2
ADI1,64,10,10,39,13,4,21,10,39,5,25,3,25,28,51,4,57,16,10,45,85,7,7,1
ADIG,15,8,2,14,1,1,9,1,13,5,11,1,2,6,12,3,20,3,3,17,19,8,11,2
ADIPOQ,15,5,2,11,1,1,7,1,6,6,12,1,7,8,16,4,17,5,5,5,16,10,6,1
ADIPOR1,32,4,1,9,4,4,16,10,22,8,20,1,14,18,36,1,22,9,10,18,74,8,7,1
ADIPOR2,43,7,7,21,8,2,21,1,25,5,17,3,9,13,36,3,35,6,5,34,54,3,2,1
ADIRF,20,5,4,18,4,1,10,3,14,12,18,3,9,15,19,1,18,9,5,21,36,8,9,1
ADK,49,7,6,32,5,5,21,6,22,7,29,1,18,26,21,7,28,4,3,22,26,2,3,1
ADM,25,4,3,8,1,2,6,3,15,3,19,3,1,9,14,1,29,6,4,17,30,6,5,4
ADM2,24,4,1,10,1,1,9,1,11,5,13,1,5,8,16,1,20,4,2,12,11,6,11,1
ADM5,19,2,2,5,1,3,4,1,10,1,10,1,4,13,5,2,17,2,1,9,15,13,3,2
ADNP,131,11,11,63,5,17,47,7,58,14,58,3,50,57,79,7,126,27,22,90,103,18,16,5
ADNP2,33,7,8,14,2,3,6,1,19,8,18,2,23,18,29,7,36,6,6,39,49,14,9,1
ADO,43,8,3,20,4,5,16,5,19,5,22,2,12,11,21,3,19,9,3,18,41,6,7,1
ADORA1,24,5,5,15,4,4,9,4,15,6,9,3,11,12,25,3,18,4,1,20,35,10,10,5
ADORA2A,19,3,2,12,1,1,5,1,10,4,11,1,2,7,12,1,18,2,1,10,17,12,4,2
ADORA2B,23,5,4,12,2,2,3,1,15,1,9,2,5,6,11,3,18,7,2,12,20,4,4,1
ADORA3,30,7,7,15,9,2,5,3,16,5,8,2,19,14,102,5,20,30,8,29,191,10,13,1
ADPGK,50,10,4,25,4,2,14,3,21,4,8,1,9,19,38,3,35,17,4,31,59,5,2,2
ADPRH,36,6,4,21,1,1,11,3,16,5,20,1,8,13,29,3,26,12,4,32,36,20,10,3
ADPRHL1,25,5,1,10,1,1,6,3,15,4,7,1,10,4,10,4,13,4,2,13,23,10,8,1
ADPRM,28,4,5,19,4,2,8,3,18,1,13,1,4,9,14,1,15,4,4,9,18,44,7,2
ADPRS,99,6,14,43,4,13,34,5,43,9,47,1,36,38,41,2,61,12,12,57,47,18,7,3
ADRA1A,33,8,1,16,6,4,9,5,18,1,8,1,11,8,15,2,18,1,2,22,22,15,4,4
ADRA1B,28,2,3,12,3,1,5,1,11,1,11,1,4,10,12,2,12,1,1,15,18,5,4,1
ADRA1D,13,5,2,15,4,1,6,1,7,9,14,1,9,8,10,1,23,5,1,13,20,13,7,3
ADRA2A,17,2,2,8,4,2,6,1,13,3,6,1,4,10,14,2,11,3,2,12,16,8,8,1
ADRA2B,18,1,2,6,2,1,4,5,8,4,11,1,6,5,9,2,14,7,2,17,17,5,10,1
ADRA2C,15,4,5,9,2,5,2,3,9,3,3,1,4,10,11,1,9,4,1,12,20,12,11,1
ADRB1,22,4,2,13,4,1,9,2,12,6,14,4,3,7,10,1,15,5,2,10,22,19,10,1
ADRB2,20,5,1,11,4,1,6,1,8,1,11,1,1,8,11,1,11,5,1,8,21,4,4,1
ADRB3,10,6,1,9,3,1,3,1,4,2,5,1,4,2,5,1,13,2,4,8,16,4,8,1
ADRM1,78,13,9,45,7,11,20,4,29,17,37,5,39,39,61,11,96,18,22,69,97,26,22,2
ADSL,52,4,3,20,4,3,11,3,20,9,23,3,20,25,36,2,30,10,8,33,49,10,5,2
ADSS1,23,3,1,13,1,3,6,1,8,1,8,1,8,11,20,3,28,6,2,9,22,8,6,2
ADSS2,54,4,6,26,3,9,17,4,41,10,24,2,31,39,45,5,41,11,12,33,60,9,9,2
ADTRP,18,4,1,5,1,1,2,1,6,2,6,1,5,4,8,1,13,5,2,11,24,4,3,2
AEBP1,25,3,3,14,2,2,4,5,25,11,8,4,45,127,172,10,237,35,16,258,156,23,18,4
AEBP2,67,5,6,33,4,11,29,6,27,6,25,3,39,22,40,6,38,12,8,35,59,6,11,1
AEN,39,5,3,14,6,2,11,4,14,6,17,1,17,20,22,2,33,12,7,20,32,15,19,5
AFAP1,38,5,2,25,5,4,7,4,21,2,22,2,16,17,27,6,26,7,4,15,25,14,7,2
AFAP1L1,19,4,1,12,1,3,6,1,9,4,13,1,6,9,17,2,20,10,3,7,25,13,6,2
AFAP1L2,20,9,1,19,3,3,10,2,16,5,14,2,40,29,37,1,27,4,7,21,31,5,8,3
AFDN,123,3,10,49,4,15,40,4,50,4,61,4,20,30,20,4,49,9,8,49,31,8,5,1
AFF1,81,5,5,32,12,5,19,3,43,12,27,3,22,27,41,6,42,14,8,46,74,7,3,1
AFF2,21,4,1,6,1,2,6,1,14,3,11,1,5,6,8,1,9,1,2,9,16,5,2,2
AFF3,32,5,3,21,2,7,11,2,11,4,15,3,14,8,12,1,21,4,1,16,12,7,4,2
AFF4,83,8,17,58,4,16,27,9,39,7,41,2,31,38,44,8,60,16,12,49,60,6,13,1
AFG1L,17,1,4,14,1,2,3,1,6,1,6,1,2,11,7,1,16,1,1,12,15,3,2,1
AFG3L2,50,3,5,21,8,5,16,5,17,4,15,1,9,10,32,5,42,14,7,25,40,4,8,1
AFM,13,5,2,6,5,1,2,2,3,4,10,1,4,9,9,1,12,9,2,9,17,1,4,2
AFMID,37,5,4,20,1,2,13,3,14,4,27,1,9,15,19,2,26,4,2,14,26,11,6,4
AFP,23,7,2,8,1,3,7,1,8,1,5,1,4,9,13,3,10,4,1,9,23,2,6,1
AFTPH,41,10,6,9,1,3,12,4,16,8,17,2,7,13,16,1,36,12,5,22,49,3,6,1
AGA,39,3,5,19,5,8,9,2,15,4,12,1,10,14,21,5,32,8,6,30,26,4,2,2
AGAP1,103,10,11,58,7,13,30,3,55,7,49,4,33,60,37,14,85,14,11,60,38,14,6,1
AGAP2,70,5,8,36,4,6,23,2,29,5,35,3,11,18,18,2,26,4,1,16,25,14,14,2
AGAP3,82,11,10,35,10,6,22,13,38,12,41,4,24,30,48,2,67,20,11,46,57,25,13,4
AGAP9,169,8,22,106,13,32,63,7,98,17,75,3,43,72,45,2,58,7,6,62,51,22,18,1
AGBL1,25,6,2,11,1,1,5,1,5,1,10,1,5,11,18,2,15,3,2,12,19,7,8,4
AGBL2,18,3,1,8,1,4,5,5,7,7,17,1,2,5,10,1,14,9,2,9,28,8,5,3
AGBL3,28,4,3,15,2,4,6,2,10,4,14,1,11,20,15,8,40,9,7,23,28,5,8,4
AGBL4,18,3,4,11,4,3,7,1,12,2,13,2,6,8,14,4,10,3,1,18,28,5,6,1
AGBL5,47,6,6,33,1,9,12,4,28,4,25,3,14,11,24,1,26,10,3,35,53,14,11,1
AGER,19,3,5,16,3,1,10,4,19,4,16,1,5,14,16,2,29,5,2,21,20,12,5,1
AGFG1,65,4,10,30,2,9,22,6,40,17,43,2,37,39,79,5,65,29,11,71,84,11,12,1
AGFG2,25,8,4,13,5,4,9,1,16,4,17,3,13,19,27,1,56,13,1,35,35,7,12,1
AGGF1,56,6,7,22,5,5,19,5,21,9,16,2,8,11,21,1,33,5,10,21,47,7,7,2
AGK,57,11,7,33,8,4,21,5,21,8,33,7,25,32,47,12,73,12,12,52,77,11,9,5
AGL,15,1,1,9,4,4,5,2,10,7,8,1,5,12,20,4,16,9,2,12,26,5,3,2
AGMAT,25,4,2,14,2,1,6,1,11,4,4,2,10,8,16,2,19,7,5,11,21,11,6,3
AGMO,19,2,3,5,3,3,2,2,10,3,15,1,5,5,15,3,21,4,4,21,26,4,2,4
AGO1,56,4,10,19,3,5,16,2,28,3,24,1,23,47,35,5,47,18,15,37,56,10,7,1
AGO2,74,6,6,27,3,8,20,5,39,4,30,1,25,29,30,5,58,13,6,35,48,7,9,6
AGO3,42,9,2,38,4,8,12,4,27,9,23,2,29,28,27,6,37,10,9,38,39,11,8,3
AGO4,27,4,2,13,3,4,7,1,13,5,14,1,21,20,19,3,18,13,4,17,30,2,4,3
AGPAT1,87,10,13,49,3,16,34,8,42,14,40,3,31,35,61,7,70,11,14,48,79,10,13,1
AGPAT2,27,5,6,16,2,4,12,2,12,4,11,1,12,13,33,3,36,11,3,25,46,13,13,2
AGPAT3,35,4,5,26,3,4,13,1,21,10,12,6,9,14,17,1,36,10,8,20,25,18,14,1
AGPAT4,35,4,3,39,4,2,18,2,25,5,19,3,22,17,26,1,32,8,5,26,22,8,7,3
AGPAT5,76,9,14,44,9,8,26,1,34,5,32,5,26,23,39,8,59,12,7,38,64,9,4,2
AGPS,62,5,4,31,4,6,18,6,32,6,36,1,19,27,40,6,54,17,9,31,52,6,8,4
AGR2,25,7,3,12,2,2,7,1,10,4,8,2,11,9,19,2,25,6,2,17,33,7,3,4
AGR3,7,3,8,7,5,4,4,1,6,4,9,2,6,3,13,1,19,4,6,10,17,8,1,2
AGRN,67,9,9,28,4,4,26,3,26,4,33,1,61,60,65,6,77,11,16,70,44,26,18,1
AGRP,20,5,2,9,2,2,5,5,17,1,10,1,7,14,11,2,28,4,2,10,20,11,9,2
AGT,37,16,3,16,15,3,10,12,28,41,22,11,8,12,31,1,30,5,4,70,70,11,2,1
AGTPBP1,42,5,5,21,4,8,18,2,26,7,24,1,27,24,43,10,39,6,4,31,47,11,8,1
AGTR1,17,4,3,11,1,1,2,5,10,4,10,1,12,10,11,2,10,5,4,11,14,5,5,2
AGTR2,13,6,2,6,1,3,5,3,9,3,6,1,7,10,15,1,9,4,1,10,22,1,4,1
AGTRAP,17,3,1,12,2,2,5,3,3,7,9,1,12,12,22,3,30,9,2,19,38,9,6,1
AGXT,18,4,1,4,1,2,5,2,4,3,10,1,10,6,10,1,11,7,1,8,18,8,12,2
AGXT2,13,2,2,10,1,4,3,1,6,2,10,4,7,8,9,2,8,2,4,5,14,4,3,1
AHCTF1,60,6,6,31,6,2,16,2,22,9,28,3,22,23,25,10,56,14,10,29,46,15,12,5
AHCY,55,6,8,31,6,3,25,9,33,13,19,3,21,38,40,3,39,11,13,48,67,12,13,1
AHCYL1,41,10,5,36,7,4,14,4,26,13,28,3,22,32,39,4,40,12,6,68,86,5,4,1
AHCYL2,41,9,5,13,8,2,17,5,21,6,20,3,13,18,24,3,34,4,10,37,29,4,6,1
AHDC1,29,9,2,15,1,3,8,4,16,6,29,3,3,19,16,5,47,8,6,33,36,12,10,1
AHI1,65,7,9,35,5,7,21,3,35,7,30,4,18,22,26,7,44,9,5,48,46,11,9,4
AHNAK,31,15,9,22,8,1,8,2,22,12,24,5,20,24,62,6,165,33,10,65,130,5,10,5
AHNAK2,21,7,2,12,2,3,3,1,10,1,14,1,7,7,12,2,14,3,1,9,19,5,6,2
AHR,14,3,8,16,4,3,4,4,10,13,6,1,18,34,81,11,225,41,7,77,86,7,9,1
AHRR,19,7,1,9,1,3,7,1,9,3,10,2,1,9,5,2,15,3,1,13,26,8,10,1
AHSA1,44,6,3,25,3,4,15,2,17,6,15,4,20,31,44,9,41,11,5,31,47,6,4,2
AHSG,31,9,6,21,2,8,10,1,18,8,19,4,7,12,16,3,24,6,7,10,30,9,7,2
AHSP,18,1,4,5,3,1,2,1,6,2,8,4,6,1,11,2,13,2,1,16,23,5,8,2
AICDA,17,7,2,8,3,3,4,1,11,1,6,1,1,6,12,1,7,1,1,7,23,7,5,2
AIDA,70,12,11,29,9,8,25,6,43,13,32,2,28,33,79,6,49,19,9,42,127,7,10,1
AIF1,27,13,3,11,15,2,6,13,14,19,8,1,18,17,121,1,12,45,4,19,214,11,13,2
AIF1L,97,8,5,48,5,9,41,8,50,13,19,2,28,36,45,4,72,9,7,33,29,12,5,1
AIFM1,22,1,4,12,1,3,11,3,12,1,15,2,10,10,24,4,16,6,5,16,31,9,3,1
AIFM2,25,9,4,12,1,2,16,1,17,2,19,1,7,10,15,1,26,6,2,7,28,11,9,1
AIFM3,35,2,3,8,3,2,8,1,9,6,7,1,11,13,10,1,7,4,1,23,21,6,5,1
AIG1,37,6,4,29,4,4,14,3,17,13,12,1,4,15,34,5,37,3,4,17,46,5,7,1
AIM2,20,3,2,15,7,2,6,2,6,4,11,1,8,6,18,2,18,5,2,11,27,5,2,1
AIMP1,63,8,9,26,6,7,21,2,19,13,34,1,26,18,51,4,50,9,11,43,55,6,4,2
AIMP2,23,3,6,18,5,5,7,1,15,8,14,4,9,12,14,1,29,6,6,20,33,3,5,1
AIP,37,6,1,25,6,3,16,7,20,5,31,2,12,12,24,1,31,10,6,23,27,9,8,5
AIPL1,18,6,1,9,1,4,7,1,10,2,8,1,2,6,7,3,9,4,2,11,20,7,6,1
AIRE,23,6,5,13,3,1,10,1,25,3,9,1,6,13,15,4,30,3,1,16,28,14,6,2
AJAP1,22,6,1,12,2,3,6,1,12,4,15,4,7,7,13,3,12,4,3,10,21,13,8,4
AJM1,43,6,4,15,3,1,10,3,29,5,13,4,9,19,26,5,25,6,1,17,22,22,12,5
AJUBA,23,5,3,17,1,3,9,1,12,2,12,1,9,17,14,3,20,5,5,18,18,12,2,1
AK1,52,10,2,23,2,6,14,3,23,7,22,2,10,20,30,5,44,9,9,33,65,15,12,2
AK2,78,12,9,29,8,11,25,1,32,9,33,4,45,40,67,12,99,23,10,63,94,17,10,4
AK3,59,13,5,31,10,8,19,3,24,8,33,4,24,35,30,8,52,18,5,41,64,14,6,3
AK4,41,3,7,24,2,6,17,6,22,3,25,4,5,23,34,8,64,17,7,29,52,15,3,2
AK5,19,7,5,9,4,3,2,1,14,8,12,3,5,11,21,3,14,11,3,21,19,7,5,5
AK6,51,6,4,24,2,5,18,5,24,8,24,1,18,17,28,3,34,10,4,30,56,5,1,1
AK7,61,9,3,29,4,6,15,1,24,5,22,3,11,15,17,2,44,8,6,26,32,9,7,1
AK8,72,13,6,36,2,7,22,3,38,12,32,3,20,22,37,9,67,13,7,51,58,26,16,3
AK9,45,10,3,16,1,4,11,3,21,6,21,3,14,18,28,5,32,4,5,27,38,10,9,1
AKAIN1,13,7,1,6,6,2,5,3,9,3,7,1,4,9,13,3,14,2,1,8,15,1,4,2
AKAP1,32,4,7,25,4,5,10,3,16,3,14,1,14,13,20,2,28,1,2,23,35,8,9,2
AKAP10,54,9,4,40,3,3,20,5,27,6,24,1,14,26,23,8,53,11,3,38,65,7,9,1
AKAP11,85,15,12,44,10,10,28,8,40,8,33,6,19,20,39,8,51,16,10,30,58,5,8,1
AKAP12,33,4,6,16,2,2,13,5,20,6,24,1,17,21,36,12,121,12,7,29,46,13,8,4
AKAP13,14,9,5,13,2,2,12,2,8,8,11,1,9,8,38,3,23,5,2,19,49,2,2,1
AKAP14,24,8,5,19,3,1,14,1,17,2,18,1,5,7,19,1,14,6,1,11,26,7,13,5
AKAP17A,40,5,5,22,5,2,18,2,31,4,25,1,10,13,30,3,35,10,3,18,42,13,10,1
AKAP3,19,7,4,6,3,1,1,7,7,2,1,1,8,8,10,3,11,3,4,14,15,5,5,1
AKAP4,16,2,3,11,2,2,6,1,10,1,9,3,4,4,14,1,6,2,3,8,25,6,4,1
AKAP5,15,5,4,13,2,3,10,2,10,1,13,1,3,7,16,2,15,5,2,17,27,8,4,3
AKAP6,62,10,9,42,4,10,27,8,28,6,46,6,12,24,31,2,49,10,3,35,35,7,8,1
AKAP7,64,4,5,13,3,8,12,4,22,4,16,1,12,8,12,3,18,5,2,13,25,8,8,1
AKAP8,104,7,10,52,9,14,36,8,67,13,44,2,40,42,55,1,60,15,12,61,64,31,10,9
AKAP8L,92,7,21,65,3,18,26,9,61,8,35,4,39,57,45,5,85,15,11,63,58,8,10,1
AKAP9,44,5,11,24,7,6,18,2,30,7,25,2,22,20,20,3,30,4,9,28,33,8,7,2
AKIP1,48,5,9,26,5,9,9,1,12,4,27,2,8,11,27,5,21,10,6,20,44,4,8,1
AKIRIN1,31,6,4,20,2,7,10,2,18,11,20,3,23,36,52,6,72,12,6,47,72,8,9,2
AKIRIN2,51,6,14,25,7,6,24,1,19,10,21,1,29,29,48,3,33,18,13,35,65,8,7,1
AKNA,53,7,3,23,5,3,13,7,23,9,22,3,8,11,42,5,16,9,3,29,60,8,12,1
AKNAD1,25,6,1,10,1,3,4,2,10,2,9,1,6,8,10,6,22,1,7,19,33,4,7,2
AKR1A1,27,8,4,17,4,4,10,7,11,6,16,1,12,13,55,2,28,18,6,30,71,5,7,1
